"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Conventional crude oil - exports","1995","Metric tons,  thousand","79948",""
"United Kingdom","Conventional crude oil - exports","1994","Metric tons,  thousand","78278",""
"United Kingdom","Conventional crude oil - exports","1993","Metric tons,  thousand","60166",""
"United Kingdom","Conventional crude oil - exports","1992","Metric tons,  thousand","54441",""
"United Kingdom","Conventional crude oil - exports","1991","Metric tons,  thousand","52378",""
"United Kingdom","Conventional crude oil - exports","1990","Metric tons,  thousand","54022",""
"United States","Conventional crude oil - exports","2021","Metric tons,  thousand","146840.1",""
"United States","Conventional crude oil - exports","2020","Metric tons,  thousand","158175.662",""
"United States","Conventional crude oil - exports","2019","Metric tons,  thousand","147073.707",""
"United States","Conventional crude oil - exports","2018","Metric tons,  thousand","101018.9",""
"United States","Conventional crude oil - exports","2017","Metric tons,  thousand","57097.066",""
"United States","Conventional crude oil - exports","2016","Metric tons,  thousand","29226",""
"United States","Conventional crude oil - exports","2015","Metric tons,  thousand","22938",""
"United States","Conventional crude oil - exports","2014","Metric tons,  thousand","17329",""
"United States","Conventional crude oil - exports","2013","Metric tons,  thousand","6617",""
"United States","Conventional crude oil - exports","2012","Metric tons,  thousand","3337",""
"United States","Conventional crude oil - exports","2011","Metric tons,  thousand","2319",""
"United States","Conventional crude oil - exports","2010","Metric tons,  thousand","2054",""
"United States","Conventional crude oil - exports","2009","Metric tons,  thousand","2160",""
"United States","Conventional crude oil - exports","2008","Metric tons,  thousand","1454",""
"United States","Conventional crude oil - exports","2007","Metric tons,  thousand","1391",""
"United States","Conventional crude oil - exports","2006","Metric tons,  thousand","1251",""
"United States","Conventional crude oil - exports","2005","Metric tons,  thousand","1659",""
"United States","Conventional crude oil - exports","2004","Metric tons,  thousand","1358",""
"United States","Conventional crude oil - exports","2003","Metric tons,  thousand","631",""
"United States","Conventional crude oil - exports","2002","Metric tons,  thousand","458",""
"United States","Conventional crude oil - exports","2001","Metric tons,  thousand","1027",""
"United States","Conventional crude oil - exports","2000","Metric tons,  thousand","2551",""
"United States","Conventional crude oil - exports","1999","Metric tons,  thousand","5971",""
"United States","Conventional crude oil - exports","1998","Metric tons,  thousand","5558",""
"United States","Conventional crude oil - exports","1997","Metric tons,  thousand","4899",""
"United States","Conventional crude oil - exports","1996","Metric tons,  thousand","2699",""
"United States","Conventional crude oil - exports","1995","Metric tons,  thousand","33",""
"United States","Conventional crude oil - exports","1994","Metric tons,  thousand","363",""
"United States","Conventional crude oil - exports","1993","Metric tons,  thousand","158",""
"United States","Conventional crude oil - exports","1992","Metric tons,  thousand","188",""
"United States","Conventional crude oil - exports","1991","Metric tons,  thousand","277",""
"United States","Conventional crude oil - exports","1990","Metric tons,  thousand","610",""
"USSR (former)","Conventional crude oil - exports","1991","Metric tons,  thousand","56476",""
"USSR (former)","Conventional crude oil - exports","1990","Metric tons,  thousand","108551",""
"Uzbekistan","Conventional crude oil - exports","1999","Metric tons,  thousand","245",""
"Uzbekistan","Conventional crude oil - exports","1998","Metric tons,  thousand","249",""
"Uzbekistan","Conventional crude oil - exports","1997","Metric tons,  thousand","324",""
"Uzbekistan","Conventional crude oil - exports","1996","Metric tons,  thousand","289",""
"Uzbekistan","Conventional crude oil - exports","1995","Metric tons,  thousand","161",""
"Uzbekistan","Conventional crude oil - exports","1994","Metric tons,  thousand","16",""
"Uzbekistan","Conventional crude oil - exports","1993","Metric tons,  thousand","107",""
"Uzbekistan","Conventional crude oil - exports","1992","Metric tons,  thousand","0",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2020","Metric tons,  thousand","25138.517",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2019","Metric tons,  thousand","43718.112",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2018","Metric tons,  thousand","65745.525",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2017","Metric tons,  thousand","82437.857",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2016","Metric tons,  thousand","95055",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2015","Metric tons,  thousand","101679",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2014","Metric tons,  thousand","107041",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2013","Metric tons,  thousand","107468",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2012","Metric tons,  thousand","111698",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2011","Metric tons,  thousand","105699",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2010","Metric tons,  thousand","104984",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2009","Metric tons,  thousand","107702",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2008","Metric tons,  thousand","121173",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2007","Metric tons,  thousand","113391",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2006","Metric tons,  thousand","119001",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2005","Metric tons,  thousand","116971",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2004","Metric tons,  thousand","114929",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2003","Metric tons,  thousand","103522",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2002","Metric tons,  thousand","104098",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2001","Metric tons,  thousand","117249",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","2000","Metric tons,  thousand","105676",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1999","Metric tons,  thousand","100847",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1998","Metric tons,  thousand","118885.4468",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1997","Metric tons,  thousand","116525.4912",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1996","Metric tons,  thousand","104191.6881",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1995","Metric tons,  thousand","95695.2753",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1994","Metric tons,  thousand","89233.6062",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1993","Metric tons,  thousand","79504",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1992","Metric tons,  thousand","73829",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1991","Metric tons,  thousand","72893",""
"Venezuela (Bolivar. Rep.)","Conventional crude oil - exports","1990","Metric tons,  thousand","65154",""
"Viet Nam","Conventional crude oil - exports","2021","Metric tons,  thousand","3130",""
"Viet Nam","Conventional crude oil - exports","2020","Metric tons,  thousand","4657",""
"Viet Nam","Conventional crude oil - exports","2019","Metric tons,  thousand","3976",""
"Viet Nam","Conventional crude oil - exports","2018","Metric tons,  thousand","3961",""
"Viet Nam","Conventional crude oil - exports","2017","Metric tons,  thousand","6805.9",""
"Viet Nam","Conventional crude oil - exports","2016","Metric tons,  thousand","6848",""
"Viet Nam","Conventional crude oil - exports","2015","Metric tons,  thousand","9486",""
"Viet Nam","Conventional crude oil - exports","2014","Metric tons,  thousand","9306",""
"Viet Nam","Conventional crude oil - exports","2013","Metric tons,  thousand","8398",""
"Viet Nam","Conventional crude oil - exports","2012","Metric tons,  thousand","9458",""
"Viet Nam","Conventional crude oil - exports","2011","Metric tons,  thousand","8240",""
"Viet Nam","Conventional crude oil - exports","2010","Metric tons,  thousand","8072",""
"Viet Nam","Conventional crude oil - exports","2009","Metric tons,  thousand","13373",""
"Viet Nam","Conventional crude oil - exports","2008","Metric tons,  thousand","13752.3",""
"Viet Nam","Conventional crude oil - exports","2007","Metric tons,  thousand","15062",""
"Viet Nam","Conventional crude oil - exports","2006","Metric tons,  thousand","16442",""
"Viet Nam","Conventional crude oil - exports","2005","Metric tons,  thousand","17967",""
"Viet Nam","Conventional crude oil - exports","2004","Metric tons,  thousand","19501",""
"Viet Nam","Conventional crude oil - exports","2003","Metric tons,  thousand","17413",""
"Viet Nam","Conventional crude oil - exports","2002","Metric tons,  thousand","16876",""
"Viet Nam","Conventional crude oil - exports","2001","Metric tons,  thousand","16732",""
"Viet Nam","Conventional crude oil - exports","2000","Metric tons,  thousand","15423.5",""
"Viet Nam","Conventional crude oil - exports","1999","Metric tons,  thousand","14882",""
"Viet Nam","Conventional crude oil - exports","1998","Metric tons,  thousand","12145",""
"Viet Nam","Conventional crude oil - exports","1997","Metric tons,  thousand","9638",""
"Viet Nam","Conventional crude oil - exports","1996","Metric tons,  thousand","8705",""
"Viet Nam","Conventional crude oil - exports","1995","Metric tons,  thousand","7652",""
"Viet Nam","Conventional crude oil - exports","1994","Metric tons,  thousand","6901",""
"Viet Nam","Conventional crude oil - exports","1993","Metric tons,  thousand","6312",""
"Viet Nam","Conventional crude oil - exports","1992","Metric tons,  thousand","5446",""
"Viet Nam","Conventional crude oil - exports","1991","Metric tons,  thousand","3917",""
"Viet Nam","Conventional crude oil - exports","1990","Metric tons,  thousand","2655",""
"Yemen","Conventional crude oil - exports","2020","Metric tons,  thousand","1930.707",""
"Yemen","Conventional crude oil - exports","2019","Metric tons,  thousand","1766.256",""
"Yemen","Conventional crude oil - exports","2018","Metric tons,  thousand","1624.32",""
"Yemen","Conventional crude oil - exports","2017","Metric tons,  thousand","2012.671",""
"Yemen","Conventional crude oil - exports","2016","Metric tons,  thousand","460",""
"Yemen","Conventional crude oil - exports","2015","Metric tons,  thousand","430",""
"Yemen","Conventional crude oil - exports","2014","Metric tons,  thousand","3952",""
"Yemen","Conventional crude oil - exports","2013","Metric tons,  thousand","4960",""
"Yemen","Conventional crude oil - exports","2012","Metric tons,  thousand","5881",""
"Yemen","Conventional crude oil - exports","2011","Metric tons,  thousand","6789",""
"Yemen","Conventional crude oil - exports","2010","Metric tons,  thousand","8773",""
"Yemen","Conventional crude oil - exports","2009","Metric tons,  thousand","9201",""
"Yemen","Conventional crude oil - exports","2008","Metric tons,  thousand","9771",""
